"Priority","Organization","Project","Type","Subsidy","Matching","Total_cost","Year_start","Year_end","Project_postcode","State","Region","Geocoding_round","county","city_name","postal_code","lat_coords","long_coords"
"P2","Eyekiller Ltd","LoO 09/0705 SFA","ERDF","12900","N/A","32250","2009","2015","BT20 3BX","Northern Ireland","N/A","First","North Down","Bangor","BT20 3BU","54.6593873","-5.6707705"
"P1","Sendmybag (NI) Limited","LoO 1310/101242944 MIS","ERDF","14400","N/A","28800","2013","2016","BT20 4EL","Northern Ireland","N/A","First","North Down","Bangor","BT20 4LE","54.6606214","-5.664497"
"P1","Todd Chart Agency Limited","LoO 08/1224 MIS","ERDF","7117","N/A","19995","2009","2014","BT20 5BD","Northern Ireland","N/A","First","North Down","Bangor","BT20 5BD","54.663552","-5.6635306"
"P1","3M UK Plc","Project 2/II - No7 Coater Adhesive","ERDF","110969","N/A","317054","2007","2014","N/A","Northern Ireland","N/A","First","North Down","Bangor","BT19 7PB","54.6443863","-5.66737"
"P1","Baskets Galore Limited","LoO 08/0022 MIS","ERDF","8167","N/A","17126","2008","2014","N/A","Northern Ireland","N/A","First","North Down","Bangor","BT19 7QT","54.6437835","-5.6724479"
"P1","Omnisoft Services Limited","RD0912666 - Development of a comprehensive game-based learning and student performance improvement a","ERDF","18015","N/A","30025","2012","2015","N/A","Northern Ireland","N/A","First","North Down","Bangor","BT19 7QY","54.6429315","-5.666843"
"P1","Mobile Report Ltd","RD0112908  Development of a Mobile and Web Report Generation Service","ERDF","35389.5","N/A","47186","2012","2015","N/A","Northern Ireland","N/A","First","North Down","Bangor","BT19 7QT","54.6437835","-5.6724479"
"P1","Forth Communication NI Limited","RD0412508 - BB - For-Sight v2.0","ERDF","38225","N/A","84944","2012","2016","N/A","Northern Ireland","N/A","First","North Down","Bangor","BT19 7QT","54.6437835","-5.6724479"
"P1","Valpar Industrial Limited","RD0513857 - Non Tainting PVC Beverage Tube","ERDF","19385","N/A","38770","2013","2016","N/A","Northern Ireland","N/A","First","North Down","Bangor","BT19 7QY","54.6412863","-5.6646393"
"P1","Valpar Industrial Limited","RD0913936","ERDF","19634","N/A","39268","2013","2016","N/A","Northern Ireland","N/A","First","North Down","Bangor","BT19 7QY","54.6412863","-5.6646393"
"P2","Munster Simms Engineerign Limited","LoO 1310/101251184 SFA","ERDF","49612","N/A","198448","2013","2016","N/A","Northern Ireland","N/A","First","North Down","Bangor","BT19","54.6528155","-5.7003259"
"P1","Munster Simms Engineering Limited","RD0713892 - Generation 2 Water Systems for RV/Caravan and Marine Applications","ERDF","445933","N/A","1486444","2013","2016","N/A","Northern Ireland","N/A","First","North Down","Bangor","BT19","54.6528155","-5.7003259"
"P1","Wall Effects Limited","RD0114054 - Development of Surfaceforms Colour Range","ERDF","13204","N/A","33010","2014","2016","N/A","Northern Ireland","N/A","First","North Down","Bangor","BT19 7HJ","54.6445246","-5.6697046"
"P1","Forth Communication NI Limited","RD0114038 - For-AE","ERDF","37200","N/A","82667","2014","2016","N/A","Northern Ireland","N/A","First","North Down","Bangor","BT19 7QT","54.6437835","-5.6724479"
"P2","McWhinney's Sausages Limited","SFA less than 250k - December 13","ERDF","33000","N/A","110000","2014","2016","N/A","Northern Ireland","N/A","First","North Down","Bangor","BT19 7QZ","54.6425988","-5.6662693"
"P2","Denroy Plastics Limited","LoO 1403/101258744 SFA","ERDF","48408","N/A","302550","2014","2016","N/A","Northern Ireland","N/A","First","North Down","Bangor","BT19 7QY","54.643689","-5.6667364"
"P1","ATC Systems Ltd","LoO 11/0885 MIS","ERDF","12537","N/A","34868","2012","2015","BT36 4EW","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4ZN","54.6690939","-5.9732528"
"P1","Nicholson & Bass Ltd","LoO 10/0503 MIS","ERDF","11624","N/A","35028","2010","2015","BT36 4FB","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4FR","54.6749309","-5.9899534"
"P2","Nicholson & Bass Limited","LoO 1304/101213400 SFA","ERDF","43500","N/A","174000","2013","2016","BT36 4FB","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4FR","54.6749309","-5.9899534"
"P1","Asset Management (Ireland) Ltd","LoO 12/0066 MIS","ERDF","25000","N/A","51600","2012","2016","BT36 4FR","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4FR","54.6749309","-5.9899534"
"P1","Clarity Business Education Ltd","LoO 08/0539 MIS","ERDF","9400","N/A","19999","2008","2015","BT36 4GN","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4ZN","54.6691545","-5.9736185"
"P1","McCloy Consulting Ltd","LoO 09/1250 MIS","ERDF","13746","N/A","43286","2010","2015","BT36 4GN","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4ZN","54.6691545","-5.9736185"
"P1","McCloy Consulting Limited","LoO 1305/101214032 MIS","ERDF","7590","N/A","21509.33","2013","2016","BT36 4GN","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4ZN","54.6691545","-5.9736185"
"P1","Canyon Europe Ltd","RD0110477  Next Generation Sprayer and Spray Performance Development","ERDF","299002","N/A","854293","2010","2016","BT36 4PR","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4PR","54.669662","-5.967164"
"P1","Brett Martin Ltd","Project 1/I - Modular Glazing System","ERDF","14137.5","N/A","28275","2008","2014","BT36 4RB","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36","54.6881381","-6.0220522"
"P1","Brett Martin Ltd","RD0209101  Modular Interlocking Glazing Panel System","ERDF","68778","N/A","275114","2009","2015","BT36 4RB","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36","54.6881381","-6.0220522"
"P1","Vaughan Engineering Group Limited","LoO 1205/101147196","ERDF","10725","N/A","21450","2012","2015","BT36 4RF","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4RF","54.683414","-5.9892255"
"P1","Advanced Timber Craft (NI) Ltd","LoO 11/101116454 IM","ERDF","15000","N/A","30612.25","2011","2015","BT36 4RN","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4RN","54.6959922","-6.0106932"
"P1","Gray & Adams (Ireland) Ltd","RD0711775  Short Journey, Secure 2 Cell, Van Conversion","ERDF","12567","N/A","50266","2011","2015","BT36 4TP","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36","54.6791017","-5.991198"
"P1","Fortress Doors NI Ltd","LoO 09/0411 MIS","ERDF","22151","N/A","61637","2009","2015","BT36 4TY","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4YB","54.6778245","-5.9894867"
"P1","Fortress Doors NI Ltd","RD0709305  Hercules Industrial Door Systems","ERDF","152917","N/A","436908","2009","2015","BT36 4TY","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4YB","54.6778245","-5.9894867"
"P1","McLaughlin & Harvey Ltd","RD0511743  Foundation Support Structure","ERDF","183642","N/A","612142","2011","2016","BT36 4TY","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36","54.6791017","-5.991198"
"P1","Component Distributors Ltd","RD0512558 -","ERDF","9623","N/A","27494","2012","2015","BT36 4TZ","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36","54.6791017","-5.991198"
"P2","Newtownabbey Borough Council","Business Development Initiative","ERDF","128355","N/A","267210","2009","2015","BT36 5QA","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36","54.685279","-5.9645025"
"P2","Newtownabbey Borough Council","Tourism Business E-Mentoring Programme","ERDF","24200","N/A","50000","2010","2016","BT36 5QA","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36","54.685279","-5.9645025"
"P2","Newtownabbey Borough Council","Sales Growth Programme","ERDF","38125","N/A","76250","2011","2016","BT36 5QA","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36","54.685279","-5.9645025"
"P2","Newtownabbey Borough Council","Small Firms Development Programme","ERDF","61300","N/A","130100","2011","2016","BT36 5QA","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36","54.685279","-5.9645025"
"P2","Newtownabbey Borough Council","Sales Growth Programme II","ERDF","125625","N/A","167500","2011","2016","BT36 5QA","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36","54.685279","-5.9645025"
"P2","Newtownabbey Borough Council","FIT programme","ERDF","41436","N/A","55248","2013","2016","BT36 5QA","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36","54.685279","-5.9645025"
"P2","Newtownabbey Borough Council","Business Advancement Programme","ERDF","83213.25","N/A","110951","2013","2016","BT36 5QA","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36","54.685279","-5.9645025"
"P1","Ashers Baking Company Ltd","LoO 10/0206 PPD","ERDF","17400","N/A","34800","2010","2015","BT36 5RZ","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 5RY","54.698572","-5.9526135"
"P1","M Large Tree Services Ltd","RD0809326 - Portable Saw Mill","ERDF","21326","N/A","42652","2009","2014","BT36 6DH","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 7LN","54.6671245","-5.9346187"
"P2","Boxpak Ltd","LoO 11/1052 SFA","ERDF","90900","N/A","519431","2012","2016","BT36 7LR","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 7LR","54.6662708","-5.9323993"
"P2","MIS Internally Created Application","Belfast Zoo","ERDF","205805.33","N/A","411610.67","2013","2016","BT36 7PN","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 7LR","54.6662708","-5.9323993"
"P1","RTU Limited","LoO 1401/101269368 MIS","ERDF","7607","N/A","16904","2014","2016","BT37 0UZ","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT37","54.6827868","-5.9156724"
"P1","The Cotton Mill (NI) Ltd","LoO 11/1147 MIS","ERDF","9625","N/A","19250","2012","2015","BT37 9UH","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT37","54.6546179","-5.9166477"
"P1","Marketstall Services and Software Solutions Limited","RD0713907 - Development of advanced internationalised forcourt and retail management product, OTEDGE","ERDF","21838","N/A","43676","2013","2016","BT39 0AP","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4RG","54.7019806","-6.0562382"
"P2","Marketstall Services and Software Solutions Limited","Export Start - 2013/14 (1307/101211617)","ERDF","57800","N/A","140750","2013","2016","BT39 0AP","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4RG","54.7019806","-6.0562382"
"P1","InspecVision Ltd","SMNI08-001 - 3D Bent Tube Measuring Machine","ERDF","36856.5","N/A","49142","2008","2014","BT40 2SF","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4TY","54.6792476","-5.996618"
"P1","InspecVision Ltd","Project 1/II","ERDF","194681","N/A","531703","2008","2015","BT40 2SF","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4TY","54.6792476","-5.996618"
"P1","Asset Management (Ireland) Limited","LoO 08/0904 MIS","ERDF","13250","N/A","26500","2008","2014","N/A","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4FR","54.6749309","-5.9899534"
"P2","Newtownabbey Borough Council","Small Firms Development Programme (2)","ERDF","29880.94","N/A","64961.88","2009","2015","N/A","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36","54.685279","-5.9645025"
"P2","Newtownabbey Borough Council","Developing Your Corporate Identity (2)","ERDF","12950","N/A","27400","2010","2015","N/A","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36","54.685279","-5.9645025"
"P1","Copius (NI) Ltd","MIS - 07/05/2013","ERDF","9818","N/A","20726.7","2013","2016","N/A","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 7AP","54.6706128","-5.957683"
"P1","CG Service (N. Ireland) Ltd","LoO 1310/101236431 MIS","ERDF","14506","N/A","29153.33","2013","2016","N/A","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 7LS","54.6676653","-5.9355584"
"P1","RTU Limited","RD0213776 - Decorative Concrete","ERDF","13586","N/A","38817","2013","2016","N/A","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT37","54.6827868","-5.9156724"
"P2","Canyon Europe Limited","LoO 1306/101199344 SFA","ERDF","150000","N/A","1200000","2013","2016","N/A","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4PR","54.669662","-5.967164"
"P1","Red Electrics Limited","LoO 1401/101267845 MIS","ERDF","8561","N/A","19024","2014","2016","N/A","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4XX","54.6809586","-5.9879039"
"P1","Cmass Ltd","LoO 1401/101267849 MIS","ERDF","15786","N/A","35080","2014","2016","N/A","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4GP","54.6734941","-5.9996414"
"P1","Marketstall Services & Software Solutions Limited","RD1013982 Development of advanced internationalised forcourt and retaill management product, OTEDGEP","ERDF","241654","N/A","966616","2014","2016","N/A","Northern Ireland","N/A","First","Newtownabbey","Newtownabbey","BT36 4RG","54.7019806","-6.0562382"
"P1","Fuelagents Ltd","LoO 10/0117 MIS","ERDF","9600","N/A","24000","2010","2014","BT36 4PX","Northern Ireland","N/A","First","Newtownabbey","Mallusk","BT36 4PY","54.6764866","-6.0015965"
"P1","Williams Industrial Services Ltd","LoO 08/0856 MIS","ERDF","9065","N/A","26228","2008","2014","BT36 4PY","Northern Ireland","N/A","First","Newtownabbey","Mallusk","BT36 4PY","54.6764866","-6.0015965"
"P1","Williams Industrial Services Ltd","RD0310541 - Czero Plus WwT","ERDF","25714","N/A","51427","2010","2015","BT36 4PY","Northern Ireland","N/A","First","Newtownabbey","Mallusk","BT36 4PY","54.6764866","-6.0015965"
"P1","Williams Industrial Services Ltd","RD0210524  Anaerobic Sludge Holding","ERDF","111050","N/A","370168","2010","2015","BT36 4PY","Northern Ireland","N/A","First","Newtownabbey","Mallusk","BT36 4PY","54.6764866","-6.0015965"
"P1","Williams Industrial Services Limited","RD1012677 - Robotic Cutting of Small Aerospace components","ERDF","45626","N/A","138260","2012","2016","N/A","Northern Ireland","N/A","First","Newtownabbey","Mallusk","BT36 4PY","54.6764866","-6.0015965"
"P1","Linnodee Limited","RD0813930 - Development of Rapid Tests for the","ERDF","17047","N/A","34094","2013","2016","BT39 0TJ","Northern Ireland","N/A","First","Newtownabbey","Ballyclare","BT39 0PE","54.7378186","-6.0419258"
"P1","Prosafe Products Ltd","MIS - 15/05/2013 (101218026)","ERDF","18317","N/A","43310","2013","2016","BT39 9SA","Northern Ireland","N/A","First","Newtownabbey","Ballyclare","BT39 9SA","54.724343","-6.023203"
"P1","Linnodee Limited","RD0912657 - Development of a Rapid Test for the Diagnosis Leptospirosis","ERDF","17897","N/A","39771","2012","2016","N/A","Northern Ireland","N/A","First","Newtownabbey","Ballyclare","BT39 0PE","54.7378186","-6.0419258"
"P1","Emerald Music (Ireland) Ltd","LoO 1301/101186764 MIS","ERDF","7094","N/A","15080","2013","2016","N/A","Northern Ireland","N/A","First","Newtownabbey","Ballyclare","BT39 0HA","54.6888371","-6.0405264"
"P1","Around Noon Ltd","LoO 11/1059 MIS","ERDF","6384","N/A","15765","2012","2015","BT34 1BY","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2QU","54.1587191","-6.3322878"
"P2","Around Noon Ltd","LoO 09/0439 SFA","ERDF","89820","N/A","257400","2009","2016","BT34 1BY","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2QU","54.1587191","-6.3322878"
"P1","Brookwood Limited","LoO 09/0124 MIS","ERDF","6481","N/A","13010","2009","2014","BT34 1EE","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 1EE","54.1826284","-6.3322437"
"P1","Unislim Clubs Limited","RD0513854 - Unislim Class Record & Reporting","ERDF","24610","N/A","54688","2013","2016","BT34 1EE","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 1EE","54.1826284","-6.3322437"
"P1","Plotinus Limited","RD0214081 - Creation of a software tool for data analysis based on an","ERDF","20250","N/A","40500","2014","2016","BT34 1TN","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2DH","54.1684976","-6.3349263"
"P1","Kosi Corporation Ltd","LoO 10/1008 MIS","ERDF","8688","N/A","21960","2011","2015","BT34 2BP","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2DH","54.1684976","-6.3349263"
"P1","Phlok Ltd T/a Phlok","RD0212964  Phlok 2.0","ERDF","17925","N/A","35850","2012","2015","BT34 2BX","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2DH","54.1684976","-6.3349263"
"P1","Yumpod Limited","RD0512557 - YumPod - Game Based E-Learning and Mobile App","ERDF","48945","N/A","125500","2012","2015","BT34 2BX","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2DH","54.1684976","-6.3349263"
"P1","Statsports Technologies Ltd","RD0311725  Project NAPA","ERDF","96204","N/A","370016","2011","2015","BT34 2EA","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2EA","54.17117","-6.3321764"
"P1","Ryco Web Ltd","LoO 11/101137001 IM","ERDF","14700","N/A","30000","2011","2015","BT34 2PN","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34","54.1751213","-6.3381143"
"P2","Newry and Mourne District Council","Social Enterprise Newry and Mourne","ERDF","30283","N/A","60566","2010","2016","BT34 2QU","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2QU","54.1742505","-6.3391992"
"P2","Newry and Mourne District Council","SEED Renewable Energy and Marine Technologies Micro-Business Development Programme","ERDF","257250","N/A","343000","2011","2016","BT34 2QU","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2QU","54.1742505","-6.3391992"
"P1","Media Lightbox Limited","LoO 08/0309 PPD","ERDF","22866","N/A","57166","2008","2014","BT34 2QX","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2QX","54.1555532","-6.3270883"
"P1","Gourmet Island Limited","LoO 08/0135 PPD","ERDF","18819","N/A","62729","2008","2014","BT34 2QX","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2QX","54.1555532","-6.3270883"
"P1","Gourmet Island Limited","RD0909354","ERDF","75588.3","N/A","167974","2009","2015","BT34 2QX","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2QX","54.1555532","-6.3270883"
"P1","Softedge Systems (NI) Ltd","RD0910661","ERDF","30535","N/A","87401","2010","2015","BT34 2QX","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2QX","54.1555532","-6.3270883"
"P1","Forsythe Pendleton Jones Ltd","RD1111865  Development Video Portal, Database Access Protocol, Encrypted Subscriber","ERDF","167399.5","N/A","308400","2012","2015","BT34 2QX","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 2QX","54.1555532","-6.3270883"
"P2","Kilbroney Construction Ltd","LoO 09/0518 SFA","ERDF","33600","N/A","59000","2009","2015","BT34 3BZ","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 3BZ","54.1083587","-6.1572625"
"P1","Kilbroney Timber Frame Limited","RD0713908 - Closed panel passive house system","ERDF","44808","N/A","112020","2013","2016","BT34 3BZ","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 3BZ","54.1083587","-6.1572625"
"P1","Compliance & Environmental Services Ltd","LoO 1207/101159161 MIS","ERDF","18250","N/A","36500","2012","2016","BT34 3FN","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 3FN","54.1234999","-6.2738019"
"P1","Clonallon Laboratories Ltd","RDO51 3859 - Development of a Colonography single","ERDF","49891","N/A","83151","2013","2016","BT34 3FN","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 3FN","54.1234999","-6.2738019"
"P1","Taskmaestro Ltd","LoO 1207/101164191 MIS","ERDF","6613","N/A","13225","2012","2016","BT34 3JR","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 3JR","54.0999819","-6.2607216"
"P1","K Point Internet Solutions Ltd","RD0409200 - Automated RentPro Sales and Per Property Pricing","ERDF","20325","N/A","40650","2009","2014","BT34 3NQ","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34","54.0980015","-6.2524624"
"P1","K-Point Internet Solutions Ltd","RD1211887 - RentPro Modular Architecture for Bolt-On Development and Sales","ERDF","21947","N/A","54868","2012","2015","BT34 3NQ","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34","54.0980015","-6.2524624"
"P1","Enviroform Solutions Ltd","LoO 11/0941 MIS","ERDF","11900","N/A","27100","2012","2016","BT34 3PN","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 3PN","54.1129295","-6.2602911"
"P1","J Rooney, R Rooney & A Rooney T/a Rooney Fish","LoO 08/0894 PPD","ERDF","35000","N/A","89683","2008","2014","BT34 4AX","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 4HL","54.0968713","-6.024526"
"P1","J Rooney, R Rooney & A Rooney T/a Rooney Fish","LoO 09/1416 MIS","ERDF","6253","N/A","17298","2010","2015","BT34 4AX","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 4HL","54.0968713","-6.024526"
"P2","Copas Technologies Ltd","LoO 1208/101154373","ERDF","24000","N/A","60000","2012","2016","BT34 4AX","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 4HL","54.0968713","-6.024526"
"P1","Harold Nicholson & Ruth Nicholson","IM - Export/New Product Launch (101247636)","ERDF","6860","N/A","14000","2013","2016","BT34 4AX","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 4HL","54.0968713","-6.024526"
"P1","Moyfab Engineering Ltd","Project 3/II","ERDF","198255","N/A","495638","2008","2015","BT34 4HL","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 4HL","54.0968713","-6.024526"
"P1","Moyfab Tool Company Limited","LoO 08/0342 MIS","ERDF","9558","N/A","27560","2008","2014","BT34 4HT","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 4HT","54.112564","-6.0386694"
"P1","Robert Patterson T/a Patterson Steel Products","RD0509211 - Storage Sheds","ERDF","38400","N/A","64000","2009","2015","BT34 4LJ","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34","54.0604178","-5.9990283"
"P1","G Smyth Boats Ltd","RD0212961 - Maxus 9.5 metre","ERDF","39202","N/A","78404","2011","2016","BT34 4RN","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34","54.0604178","-5.9990283"
"P1","G Smyth Boats Limited","RD0613877 - MAXUS 8.3M","ERDF","29449","N/A","84140","2013","2016","BT34 4RN","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34","54.0604178","-5.9990283"
"P1","Keith Annett T/a KR Annett Handling Solutions","RD0312987  RMHLT (Remote Material Handling & Laying Technology)","ERDF","45952.5","N/A","61270","2012","2016","BT34 4UL","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34","54.0604178","-5.9990283"
"P1","QTF Ltd","RD0409196 - Timberframe Houses Modular (Pod) System","ERDF","31812","N/A","79529","2009","2014","BT34 5BL","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 5BL","54.2216971","-6.2427433"
"P1","Moyfab Engineering Ltd","Project 3/I - Automation of Production Line","ERDF","13349","N/A","26698","2008","2014","BT34 5HL","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 4HL","54.0968713","-6.024526"
"P1","Rooney International Coach Hire Limited","LoO 1207/101156492 MIS","ERDF","10038","N/A","23976","2012","2016","BT34 5TQ","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 5TG","54.190595","-6.1642399"
"P1","Savage Engineering & Coachworks Ltd","RD1109444 - Multi-Station Exercise Machine","ERDF","7890","N/A","15780","2010","2015","BT35 0AD","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 5TG","54.190595","-6.1642399"
"P1","C&F; Productions Ltd","RD0209105","ERDF","20504","N/A","37280","2009","2015","BT35 0ET","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT34 5TG","54.190595","-6.1642399"
"P1","First Derivatives Plc","RD1208052  Order Management Software","ERDF","108894","N/A","311126","2008","2014","BT35 6BP","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6BP","54.1748723","-6.341695"
"P1","First Derivatives Plc","RD1208054  Market Simulation/Research","ERDF","97267","N/A","277908","2008","2016","BT35 6BP","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6BP","54.1748723","-6.341695"
"P1","First Derivatives Plc","RD1208053  Program Trading Software","ERDF","149328","N/A","426653","2008","2016","BT35 6BP","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6BP","54.1748723","-6.341695"
"P1","First Derivatives Plc","RD0109077","ERDF","500740","N/A","1167226","2010","2016","BT35 6BP","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6BP","54.1748723","-6.341695"
"P1","First Derivatives Plc","RD0109080","ERDF","788866","N/A","1838848","2010","2016","BT35 6BP","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6BP","54.1748723","-6.341695"
"P1","Gray Design Ltd","LoO 09/1332 MIS","ERDF","8283","N/A","20210","2010","2014","BT35 6JB","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6AN","54.178311","-6.3390257"
"P1","Norbrook Laboratories Ltd","Project 5/II -  Development of FDA","ERDF","212481","N/A","708270","2007","2014","BT35 6JP","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 7LR","54.186899","-6.3660458"
"P1","Norbrook Laboratories Ltd","Project 6/II","ERDF","219404","N/A","731347","2007","2014","BT35 6JP","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 7LR","54.186899","-6.3660458"
"P1","Environmental Products and Services Ltd","LoO 10/0676 MIS","ERDF","33624","N/A","97147","2010","2015","BT35 6JQ","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6JQ","54.2022096","-6.3516249"
"P1","Regen Waste Limited","RD0612588 - Reprocessing of post-consumer rigid plastic","ERDF","6211","N/A","12422","2012","2015","BT35 6JQ","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6JQ","54.2020198","-6.3508315"
"P1","Dealtronic Ltd","LoO 11/1114 MIS","ERDF","16958","N/A","32915","2012","2015","BT35 6PH","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6PH","54.1839479","-6.3364182"
"P3","John and Patricia Best","Conversion from oil to biomass boiler for farm heat generation","ERDF","23896","N/A","59740","2010","2015","BT35 6TA","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6PH","54.1839479","-6.3364182"
"P1","Mathsbuddy Ltd","LoO 09/0740 MIS","ERDF","6463","N/A","12925","2009","2015","BT35 6UA","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 6PH","54.1839479","-6.3364182"
"P1","Beatties Recycling Ltd","RD1111861  Development of a Low Cost Waste Separation Line","ERDF","6054","N/A","12108","2011","2015","BT35 7EY","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 7EY","54.1858714","-6.4115107"
"P1","Harvest Juices Ltd","LoO 09/1181 MIS","ERDF","23697","N/A","53077","2010","2015","BT35 7JJ","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 7EE","54.1849405","-6.3903838"
"P1","McAllister Bros Ltd","LoO 10/0265 MIS","ERDF","7137","N/A","19955","2010","2015","BT35 8QS","Northern Ireland","N/A","First","Newry and Mourne","Newry","BT35 8QJ","54.1596623","-6.3378031"
